Action,org:resource,concept:name,EventOrigin,EventID,lifecycle:transition,time:timestamp,case:LoanGoal,case:ApplicationType,case:concept:name,case:RequestedAmount,FirstWithdrawalAmount,NumberOfTerms,Accepted,MonthlyCost,Selected,CreditScore,OfferedAmount,OfferID,duration,eventlog_violation,policy_violation,true_violation
statechange,User_114,O_Returned,Offer,OfferState_1581207309,complete,2016-01-27 09:13:27.019000+00:00,Home improvement,Limit raise,Application_980495316,42000.0,,,,,,,,Offer_1895984048,0.04817888888888888,False,False,False
Obtained,User_114,W_Validate application,Workflow,Workitem_1922157587,start,2016-01-19 16:51:25.204000+00:00,Home improvement,New credit,Application_1004303396,15000.0,,,,,,,,,1.6944444444444446e-05,False,False,False
statechange,User_1,A_Cancelled,Application,ApplState_739190365,complete,2016-02-29 07:01:44.494000+00:00,Car,New credit,Application_340403559,17000.0,,,,,,,,,9.166666666666666e-06,False,False,False
Obtained,User_34,W_Call incomplete files,Workflow,Workitem_1962231016,resume,2016-01-13 13:12:11.965000+00:00,Home improvement,Limit raise,Application_1474017032,15000.0,,,,,,,,,0.011093333333333334,False,False,False
statechange,User_34,O_Sent (mail and online),Offer,OfferState_835293423,complete,2016-01-13 14:45:32.286000+00:00,Car,New credit,Application_1876456626,10750.0,,,,,,,,Offer_1974566073,0.01600361111111111,False,False,False
Deleted,User_112,W_Call after offers,Workflow,Workitem_370718720,ate_abort,2016-01-14 08:51:04.623000+00:00,Home improvement,New credit,Application_1530322400,5000.0,,,,,,,,,2.4999999999999998e-06,False,False,False
Created,User_95,W_Call incomplete files,Workflow,Workitem_316753617,schedule,2016-01-22 11:42:51.042000+00:00,Home improvement,New credit,Application_1004303396,15000.0,,,,,,,,,5.555555555555555e-07,False,False,False
statechange,User_119,A_Pending,Application,ApplState_1373444220,complete,2016-01-22 08:03:30.899000+00:00,Car,New credit,Application_619403287,15000.0,,,,,,,,,8.333333333333333e-07,False,False,False
Released,User_16,W_Complete application,Workflow,Workitem_887792238,suspend,2016-01-05 08:16:20.148000+00:00,Car,New credit,Application_952532843,9000.0,,,,,,,,,0.03859777777777778,False,False,False
Deleted,User_99,W_Validate application,Workflow,Workitem_1712281769,complete,2016-01-13 09:02:25.453000+00:00,Unknown,New credit,Application_1616009132,0.0,,,,,,,,,1.6666666666666667e-06,False,False,False
Released,User_38,W_Call after offers,Workflow,Workitem_1280164554,suspend,2016-01-04 12:10:12.285000+00:00,Home improvement,New credit,Application_1754646859,10000.0,,,,,,,,,92.7707886111111,True,True,True
statechange,User_114,A_Validating,Application,ApplState_566536420,complete,2016-01-13 09:43:42.484000+00:00,Home improvement,Limit raise,Application_1474017032,15000.0,,,,,,,,,0.003448333333333333,False,False,False
Released,User_43,W_Call after offers,Workflow,Workitem_808736906,suspend,2016-01-04 08:29:52.952000+00:00,Not speficied,New credit,Application_1111870538,5000.0,,,,,,,,,96.69909555555556,True,True,True
Deleted,User_115,W_Validate application,Workflow,Workitem_1525793195,ate_abort,2016-01-12 09:44:57.625000+00:00,Car,Limit raise,Application_1471099537,10000.0,,,,,,,,,0.0011731944444444446,False,False,False
Obtained,User_116,W_Validate application,Workflow,Workitem_238283391,start,2016-01-08 10:49:51.512000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,,0.0002425,False,False,False
Created,User_1,A_Create Application,Application,Application_1308403282,complete,2016-01-04 16:04:35.836000+00:00,Home improvement,New credit,Application_1308403282,18000.0,,,,,,,,,1.5833333333333333e-05,False,False,False
Obtained,User_100,W_Call incomplete files,Workflow,Workitem_493620618,start,2016-01-14 09:53:06.334000+00:00,Home improvement,New credit,Application_854524772,0.0,,,,,,,,,8.333333333333333e-07,False,False,False
Obtained,User_117,W_Validate application,Workflow,Workitem_1817738471,start,2016-01-11 11:00:36.884000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,0.0002375,False,False,False
Deleted,User_1,W_Handle leads,Workflow,Workitem_151345262,withdraw,2016-01-04 16:06:06.699000+00:00,Home improvement,New credit,Application_1308403282,18000.0,,,,,,,,,1.9444444444444444e-06,False,False,False
statechange,User_19,O_Created,Offer,OfferState_549814351,complete,2016-01-02 13:38:09.021000+00:00,Caravan / Camper,New credit,Application_1059184025,6600.0,,,,,,,,Offer_868206108,0.057646944444444445,False,False,False
statechange,User_115,A_Pending,Application,ApplState_1179730815,complete,2016-01-14 15:49:11.420000+00:00,Existing loan takeover,New credit,Application_652823628,20000.0,,,,,,,,,8.333333333333333e-07,False,False,False
Obtained,User_24,W_Call after offers,Workflow,Workitem_1423263114,start,2016-01-05 13:35:41.444000+00:00,Existing loan takeover,New credit,Application_1613424593,18000.0,,,,,,,,,8.333333333333333e-07,False,False,False
Released,User_17,W_Call after offers,Workflow,Workitem_400639253,suspend,2016-01-02 10:40:21.315000+00:00,Unknown,New credit,Application_2012588584,0.0,,,,,,,,,94.37439166666667,True,True,True
statechange,User_10,A_Validating,Application,ApplState_1723151374,complete,2016-01-12 10:14:12.762000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,,0.019133055555555556,False,False,False
Deleted,User_115,W_Validate application,Workflow,Workitem_706996354,ate_abort,2016-01-15 10:47:08.137000+00:00,Car,New credit,Application_1767756144,15000.0,,,,,,,,,3.055555555555555e-06,False,False,False
statechange,User_1,A_Cancelled,Application,ApplState_2137098742,complete,2016-02-29 07:02:39.632000+00:00,Home improvement,New credit,Application_1754646859,10000.0,,,,,,,,,8.055555555555556e-06,False,False,False
statechange,User_95,O_Cancelled,Offer,OfferState_2057891263,complete,2016-01-15 12:26:14.047000+00:00,Car,New credit,Application_1876456626,10750.0,,,,,,,,Offer_1758510468,2.4999999999999998e-06,False,False,False
Obtained,User_87,W_Validate application,Workflow,Workitem_1070637675,resume,2016-01-22 07:01:46.684000+00:00,Existing loan takeover,New credit,Application_163777174,11000.0,,,,,,,,,0.0036597222222222226,False,False,False
Released,User_10,W_Call after offers,Workflow,Workitem_1391780845,suspend,2016-01-04 18:57:17.300000+00:00,Car,New credit,Application_2062932311,10000.0,,,,,,,,,86.37246972222222,False,False,False
Deleted,User_1,W_Call after offers,Workflow,Workitem_1712535293,ate_abort,2016-03-24 07:00:35.329000+00:00,Home improvement,New credit,Application_1947648225,22000.0,,,,,,,,,0.005438055555555556,False,False,False
statechange,User_1,A_Submitted,Application,ApplState_1427234050,complete,2016-01-01 14:42:36.767000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,0.00010444444444444444,False,False,False
Created,User_11,O_Create Offer,Offer,Offer_747675742,complete,2016-01-04 18:02:22.470000+00:00,Car,New credit,Application_1624825294,5000.0,5000.0,60.0,False,98.28,True,0.0,5000.0,,0.0003052777777777778,False,False,False
Deleted,User_41,W_Call incomplete files,Workflow,Workitem_1294806161,complete,2016-01-21 15:04:07.746000+00:00,Existing loan takeover,New credit,Application_163777174,11000.0,,,,,,,,,1.9444444444444444e-06,False,False,False
statechange,User_28,O_Sent (mail and online),Offer,OfferState_739217640,complete,2016-01-04 09:25:52.775000+00:00,Home improvement,Limit raise,Application_2035768049,15000.0,,,,,,,,Offer_1525129982,2.5555555555555554e-05,False,False,False
Obtained,User_2,W_Call after offers,Workflow,Workitem_1097288528,resume,2016-01-11 09:37:15.303000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,0.006376111111111111,False,False,False
Deleted,User_1,W_Handle leads,Workflow,Workitem_1823208065,withdraw,2016-01-03 21:23:35.246000+00:00,"Other, see explanation",New credit,Application_1339153511,12000.0,,,,,,,,,1.9444444444444444e-06,False,False,False
Obtained,User_15,W_Call after offers,Workflow,Workitem_1238635689,start,2016-01-04 13:18:42.216000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,,5.555555555555555e-07,False,False,False
statechange,User_1,A_Concept,Application,ApplState_1251298023,complete,2016-01-04 11:49:56.313000+00:00,Existing loan takeover,New credit,Application_822724921,30000.0,,,,,,,,,0.17368194444444443,False,False,False
statechange,User_20,O_Sent (mail and online),Offer,OfferState_2024874083,complete,2016-01-04 09:10:34.242000+00:00,Home improvement,New credit,Application_854524772,0.0,,,,,,,,Offer_1711038072,9.166666666666666e-06,False,False,False
statechange,User_68,A_Pending,Application,ApplState_763578790,complete,2016-02-22 10:14:16.994000+00:00,Not speficied,New credit,Application_758985626,17000.0,,,,,,,,,1.111111111111111e-06,False,False,False
statechange,User_1,A_Submitted,Application,ApplState_943106344,complete,2016-01-02 10:15:48.188000+00:00,Car,New credit,Application_931862671,6000.0,,,,,,,,,0.00010527777777777777,False,False,False
statechange,User_19,A_Accepted,Application,ApplState_1271494442,complete,2016-01-04 10:03:13.616000+00:00,Unknown,New credit,Application_2108937169,0.0,,,,,,,,,0.07348444444444444,False,False,False
Released,User_3,W_Call after offers,Workflow,Workitem_849948910,suspend,2016-01-02 15:36:49.408000+00:00,Existing loan takeover,New credit,Application_42838382,29500.0,,,,,,,,,90.90957416666667,False,False,False
Created,User_127,W_Validate application,Workflow,Workitem_465765313,schedule,2016-01-13 10:57:10.852000+00:00,"Other, see explanation",Limit raise,Application_1307111345,20000.0,,,,,,,,,1.6666666666666667e-06,False,False,False
statechange,User_95,O_Cancelled,Offer,OfferState_1282295501,complete,2016-03-03 14:42:56.592000+00:00,Car,New credit,Application_807916303,12000.0,,,,,,,,Offer_1465582309,3.055555555555555e-06,False,False,False
Deleted,User_68,W_Validate application,Workflow,Workitem_1110195303,complete,2016-01-26 10:14:04.832000+00:00,Home improvement,New credit,Application_948316229,30000.0,,,,,,,,,2.222222222222222e-06,False,False,False
Obtained,User_21,W_Call after offers,Workflow,Workitem_1864711102,resume,2016-01-11 08:23:18.006000+00:00,Home improvement,New credit,Application_1370588808,25000.0,,,,,,,,,0.010115555555555555,False,False,False
Created,User_1,A_Create Application,Application,Application_822724921,complete,2016-01-04 11:48:25.026000+00:00,Existing loan takeover,New credit,Application_822724921,30000.0,,,,,,,,,2.777777777777778e-05,False,False,False
Created,User_1,A_Create Application,Application,Application_1754943309,complete,2016-01-04 12:00:45.773000+00:00,Home improvement,New credit,Application_1754943309,10000.0,,,,,,,,,8.888888888888888e-06,False,False,False
Released,User_99,W_Call incomplete files,Workflow,Workitem_1306769903,suspend,2016-01-26 14:04:24.573000+00:00,Existing loan takeover,Limit raise,Application_1999238509,10000.0,,,,,,,,,0.4151713888888889,False,False,False
Deleted,User_117,W_Call after offers,Workflow,Workitem_1709186928,ate_abort,2016-01-08 10:43:34.917000+00:00,Car,Limit raise,Application_2055987002,15000.0,,,,,,,,,1.9444444444444444e-06,False,False,False
Created,User_15,O_Create Offer,Offer,Offer_863002977,complete,2016-01-04 13:18:04.303000+00:00,Car,New credit,Application_901793095,5000.0,5000.0,36.0,True,153.68,True,1090.0,5000.0,,0.0003958333333333333,False,False,False
Created,User_102,W_Call incomplete files,Workflow,Workitem_1157098122,schedule,2016-01-13 11:37:32.598000+00:00,Car,New credit,Application_2062932311,10000.0,,,,,,,,,8.333333333333333e-07,False,False,False
Obtained,User_19,W_Call after offers,Workflow,Workitem_917038128,start,2016-01-04 12:07:47.600000+00:00,Car,New credit,Application_1825972191,15000.0,,,,,,,,,5.555555555555555e-07,False,False,False
Released,User_44,W_Call after offers,Workflow,Workitem_32129759,suspend,2016-01-09 15:59:15.902000+00:00,"Other, see explanation",Limit raise,Application_484278024,7000.0,,,,,,,,,91.0878513888889,False,False,False
Deleted,User_116,W_Call incomplete files,Workflow,Workitem_1767483310,ate_abort,2016-01-12 10:38:15.270000+00:00,Unknown,New credit,Application_1446096185,0.0,,,,,,,,,1.9444444444444444e-06,False,False,False
Created,User_89,A_Create Application,Application,Application_1128910355,complete,2016-01-04 10:38:47.611000+00:00,Car,Limit raise,Application_1128910355,0.0,,,,,,,,,1.9444444444444444e-06,False,False,False
Released,User_75,W_Validate application,Workflow,Workitem_394427718,suspend,2016-01-27 09:05:14.588000+00:00,Home improvement,New credit,Application_1946680177,25000.0,,,,,,,,,0.17824027777777776,False,False,False
statechange,User_37,A_Accepted,Application,ApplState_264940061,complete,2016-01-05 13:58:14.824000+00:00,Home improvement,New credit,Application_1308403282,18000.0,,,,,,,,,0.04711222222222223,False,False,False
statechange,User_43,A_Accepted,Application,ApplState_2061575363,complete,2016-01-04 10:33:05.012000+00:00,Car,Limit raise,Application_37839400,25000.0,,,,,,,,,0.009279166666666666,False,False,False
Obtained,User_27,W_Call incomplete files,Workflow,Workitem_1297075986,resume,2016-01-09 10:18:35.784000+00:00,Existing loan takeover,New credit,Application_1266995739,7000.0,,,,,,,,,0.017174444444444444,False,False,False
Obtained,User_87,W_Validate application,Workflow,Workitem_1936450283,resume,2016-01-12 08:19:38.839000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,0.19590500000000002,False,False,False
statechange,User_1,A_Concept,Application,ApplState_570676058,complete,2016-01-02 08:58:40.809000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,6.030573055555555,False,False,False
statechange,User_10,A_Complete,Application,ApplState_1096874346,complete,2016-01-05 19:05:50.862000+00:00,Home improvement,Limit raise,Application_1947668470,20000.0,,,,,,,,,0.025470277777777776,False,False,False
Deleted,User_116,W_Call incomplete files,Workflow,Workitem_230544248,ate_abort,2016-01-28 11:56:13.858000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,1.9444444444444444e-06,False,False,False
Released,User_2,W_Call incomplete files,Workflow,Workitem_1205278066,suspend,2016-01-18 13:30:48.022000+00:00,Home improvement,New credit,Application_1530322400,5000.0,,,,,,,,,0.0011347222222222223,False,False,False
statechange,User_1,A_Cancelled,Application,ApplState_894738956,complete,2016-02-27 07:15:58.800000+00:00,Home improvement,New credit,Application_1197857445,6000.0,,,,,,,,,5.833333333333333e-05,False,False,False
Deleted,User_74,W_Complete application,Workflow,Workitem_1230465668,ate_abort,2016-01-06 17:55:29.553000+00:00,Existing loan takeover,New credit,Application_1979402314,13250.0,,,,,,,,,1.9444444444444444e-06,False,False,False
Released,User_87,W_Validate application,Workflow,Workitem_50598760,suspend,2016-01-15 14:14:13.054000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,,1.556048611111111,False,False,False
statechange,User_1,A_Submitted,Application,ApplState_1305123101,complete,2016-01-02 18:36:32.427000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,,5.7777777777777776e-05,False,False,False
statechange,User_37,O_Created,Offer,OfferState_912098491,complete,2016-01-05 15:55:08.577000+00:00,Home improvement,New credit,Application_1268592022,10000.0,,,,,,,,Offer_1956925417,0.021834999999999997,False,False,False
Released,User_3,W_Call after offers,Workflow,Workitem_1958128784,suspend,2016-01-05 10:36:55.032000+00:00,Home improvement,New credit,Application_1250134245,5000.0,,,,,,,,,141.29948444444443,True,True,True
Created,User_19,W_Call after offers,Workflow,Workitem_1471699654,schedule,2016-01-04 10:15:24.183000+00:00,Unknown,New credit,Application_2108937169,0.0,,,,,,,,,5.555555555555555e-07,False,False,False
Created,User_8,O_Create Offer,Offer,Offer_940920291,complete,2016-01-29 10:25:49.075000+00:00,Car,New credit,Application_1953406738,5000.0,5000.0,36.0,False,183.39,False,0.0,6000.0,,0.00036416666666666666,False,False,False
Created,User_24,O_Create Offer,Offer,Offer_1892957803,complete,2016-01-05 08:25:03.930000+00:00,"Other, see explanation",Limit raise,Application_1044610848,50000.0,0.0,56.0,True,1000.0,True,0.0,50000.0,,0.00046166666666666665,False,False,False
statechange,User_87,A_Pending,Application,ApplState_644870457,complete,2016-01-14 06:53:09.266000+00:00,"Other, see explanation",New credit,Application_354702724,5000.0,,,,,,,,,5.555555555555555e-07,False,False,False
